#one-scaled MTG generated by module "trees"								
CODE:	FORM-A							
								
CLASSES:								
SYMBOL	SCALE	DECOMPOSITION	INDEXATION	DEFINITION				
$	0	FREE      	FREE      	IMPLICIT				
N	1	CONNECTED 	FREE      	IMPLICIT				
V	2	NONE      	FREE      	EXPLICIT				
								
DESCRIPTION:								
LEFT	RIGHT	RELTYPE	MAX					
V	V	+	?					
V	V	<	?					
								
FEATURES:								
NAME	TYPE							
								
Length	INT							
HalfNbCat	INT							
HalfNbLeaves	INT							
IN	INT							
								
MTG:								
ENTITY-CODE					Length	HalfNbCat	HalfNbLeaves	IN
/N0								
		^<V10			68	2	2	4
		^<V11			55	3	2	4
		^<V12			9	3	0	3
		+V13			38	1	0	1
		^<V14			33	2	1	3
		^<V15			66	3	2	4
		^<V16			57	3	2	4
		^<V17			55	2	2	4
		^<V18			39	3	1	4
	^<V19				51	3	1	4
	^<V20				70	3	2	5
	^<V21				102	4	2	6
		+V22			45	1	0	1
		^<V23			43	2	1	3
		^<V24			76	4	1	5
		^<V25			87	4	2	5
		+V26			5	1	0	1
		^<V27			39	2	1	3
		^<V28			106	3	2	5
		^<V29			73	3	1	4
		^<V30			133	3	2	5
			+V31		22	1	0	1
			^<V32		79	3	1	4
			+V33		22	1	0	1
			^<V34		83	3	1	4
			^<V35		58	3	1	4
			^<V36		37	3	2	4
			^<V37		70	3	1	4
		^<V38			132	4	2	6
		^<V39			131	3	2	5
			+V40		19	1	0	1
			^<V41		34	3	1	4
			+V42		18	1	0	1
			^<V43		78	3	2	4
			^<V44		53	3	1	4
		^<V45			94	4	2	5
		^<V46			107	3	2	5
			+V47		30	1	0	1
		+V48			40	1	0	1
		^<V49			52	3	1	4
		^<V50			113	3	2	5
		^<V51			83	3	1	4
		^<V52			125	3	2	5
			+V53		25	1	0	1
			^<V54		59	3	1	4
			+V55		26	1	0	1
			^<V56		62	4	1	5
		^<V57			82	3	1	4
		+V58			39	1	0	1
		^<V59			52	3	1	4
		^<V60			110	4	2	5
		^<V61			104	4	2	5
		^<V62			108	4	2	6
			+V63		23	1	0	1
			^<V64		72	3	1	4
			^<V65		30	3	1	4
			^<V66		67	3	1	4
		^<V67			124	3	2	5
			+V68		24	1	0	1
			^<V69		26	4	1	4
		^<V70			85	5	2	7
		^<V71			137	4	2	6
			+V72		26	1	0	1
			+V73		26	1	0	1
	^<V74				78	6	1	6
	^<V75				95	3	2	5
	^<V76				109	7	0	7
		+V77			121	1	1	2
		^<V78			28	2	1	3
		^<V79			214	4	3	7
			+V80		25	1	0	1
			+V81		25	1	0	1
		^<V82			10	4	0	4
	^<V83				105	6	2	7
/N14								
	/V0				366	10	2	11
	^<V1				47	2	1	3
	^<V2				6	2	1	3
	^<V3				16	3	1	4
	^<V4				46	2	2	4
	^<V5				79	2	2	4
		+V6			30	1	0	1
		^<V7			76	2	1	3
		^<V8			103	2	2	4
		^<V9			88	2	2	4
		^<V10			140	4	2	6
			+V11		12	1	0	1
			+V12		14	1	0	1
			^<V13		5	4	1	4
		+V14			28	1	0	1
		^<V15			81	2	1	3
		^<V16			94	2	2	4
		^<V17			95	2	2	4
		^<V18			135	3	3	5
			+V19		17	1	0	1
			^<V20		54	2	1	3
		^<V21			85	3	2	4
		^<V22			50	4	1	5
	^<V23				25	3	0	3
	^<V24				69	2	1	3
	^<V25				78	4	2	5
	^<V26				108	2	2	4
		+V27			55	1	0	1
		^<V28			157	4	2	5
		^<V29			168	3	2	5
			+V30		64	1	1	2
			+V31		69	1	1	2
		^<V32			114	3	2	4
		^<V33			72	4	1	5
			+V34		30	1	0	1
		+V35			50	1	0	1
		^<V36			77	2	1	3
		^<V37			142	4	2	6
		^<V38			95	2	1	3
		^<V39			137	3	2	5
	^<V40				81	4	0	4
	^<V41				76	3	1	4
	^<V42				201	7	2	9
		+V43			37	1	0	1
		^<V44			6	2	0	2
		+V45			20	1	0	1
/N15								
	/V0				289	8	2	10
	^<V1				6	2	2	4
	^<V2				15	2	2	4
	^<V3				27	2	2	4
	^<V4				53	2	2	4
	^<V5				115	2	3	5
		+V6			31	1	0	1
		^<V7			75	2	1	3
		^<V8			110	2	2	4
		^<V9			36	2	1	3
		^<V10			77	3	2	4
		^<V11			46	2	1	3
		+V12			28	1	0	1
		^<V13			108	3	2	4
		^<V14			90	2	2	4
		^<V15			40	2	1	3
		^<V16			51	2	1	3
	^<V17				103	3	2	5
	^<V18				127	3	3	6
		+V19			30	1	0	1
		^<V20			77	3	1	4
		^<V21			79	2	1	3
		^<V22			92	4	2	5
		^<V23			55	2	1	3
		^<V24			40	4	1	5
		+V25			27	1	0	1
		^<V26			108	3	2	4
		^<V27			57	2	1	3
	^<V28				80	3	2	5
	^<V29				102	4	2	5
	^<V30				231	7	3	10
		+V31			106	1	1	2
		^<V32			32	2	1	3
		+V33			102	1	1	2
		^<V34			73	2	2	4
		+V35			47	1	0	1
		^<V36			14	2	1	3
		+V37			45	1	0	1
		^<V38			31	2	1	3
/N16								
	/V0				211	6	2	8
	^<V1				9	2	1	3
	^<V2				57	2	2	4
	^<V3				53	2	1	3
	^<V4				135	3	2	5
	^<V5				175	2	2	4
		+V6			92	1	1	2
		^<V7			91	3	2	4
		^<V8			123	2	3	5
		+V9			89	1	1	2
		^<V10			94	3	2	4
		^<V11			112	2	2	4
		^<V12			123	4	2	6
			+V13		17	1	0	1
	^<V14				148	3	2	5
	^<V15				206	3	4	7
	^<V16				345	4	4	8
		+V17			146	1	2	3
		^<V18			72	2	1	3
		+V19			140	1	2	3
		^<V20			98	2	2	4
		^<V21			144	2	2	4
		^<V22			59	2	2	4
		+V23			92	1	1	2
		^<V24			175	4	3	7
		^<V25			128	2	2	4
		^<V26			74	3	1	4
		+V27			101	1	1	2
		^<V28			108	3	2	4
		^<V29			109	3	2	4
		^<V30			70	2	3	5
			+V31		50	1	0	1
			^<V32		64	3	1	4
		^<V33			68	4	1	4
	^<V34				135	3	2	5
	^<V35				260	3	3	6
		+V36			80	1	1	2
		^<V37			85	3	2	5
		+V38			113	1	1	2
		^<V39			114	3	3	5
		+V40			52	1	0	1
		^<V41			91	4	3	6
		+V42			55	1	0	1
		^<V43			89	3	2	5
	^<V44				60	3	2	5
	^<V45				63	3	0	3
	^<V46				26	3	0	3
/N17								
	/V0				249	8	2	9
	^<V1				1	3	0	3
	^<V2				4	1	1	2
	^<V3				13	2	1	3
	^<V4				32	2	1	3
	^<V5				35	2	1	3
	^<V6				37	2	1	3
	^<V7				81	2	2	4
	^<V8				124	2	2	4
		+V9			25	1	0	1
		^<V10			61	3	1	4
		^<V11			60	2	1	3
		^<V12			41	6	1	6
		+V13			24	1	0	1
		^<V14			78	4	1	5
		^<V15			35	5	1	5
	^<V16				98	5	1	6
	^<V17				97	3	2	5
	^<V18				83	4	1	5
		+V19			43	1	0	1
/N18								
	/V0				15	2	0	2
		+V1			155	7	3	9
		^<V2			12	2	1	3
		^<V3			10	2	2	3
		^<V4			16	2	1	3
		^<V5			28	2	2	4
		^<V6			67	2	2	4
			+V7		62	1	1	2
			^<V8		20	2	1	3
			^<V9		86	2	2	4
			^<V10		142	2	3	5
				+V11	12	1	0	1
				+V12	12	1	0	1
			+V13		50	1	1	2
			^<V14		108	2	3	5
			^<V15		148	2	3	5
				+V16	13	1	0	1
				+V17	15	1	0	1
		^<V18			71	4	2	5
		^<V19			143	2	3	5
			+V20		91	1	1	2
			+V21		80	1	1	2
/N19								
	/V0				173	7	2	9
	^<V1				13	2	1	3
	^<V2				8	3	1	3
	^<V3				11	2	1	3
	^<V4				18	2	1	3
	^<V5				32	2	2	4
	^<V6				84	2	3	5
		+V7			63	1	1	2
		^<V8			111	2	3	5
		^<V9			150	2	3	5
			+V10		15	1	0	1
			+V11		17	1	0	1
	^<V12				117	2	3	5
		+V13			60	1	1	2
		^<V14			98	2	2	4
		+V15			76	1	1	2
		^<V16			127	2	3	5
	^<V17				117	3	3	6
/N20								
	/V0				36	2	0	2
		+V1			192	7	2	9
		^<V2			13	1	1	2
		^<V3			11	2	1	3
		^<V4			19	3	1	4
		^<V5			16	3	2	5
		^<V6			88	3	3	6
			+V7		35	1	1	2
			^<V8		104	2	2	4
			^<V9		99	2	2	4
			^<V10		96	3	2	5
			^<V11		125	3	2	5
				+V12	7	1	0	1
			+V13		37	1	1	2
			^<V14		113	2	2	4
			^<V15		112	2	2	4
			^<V16		112	3	2	5
			^<V17		108	3	2	5
		^<V18			166	3	4	7
		^<V19			200	3	3	6
			+V20		78	1	1	2
			^<V21		138	3	3	6
				+V22	7	1	0	1
				^<V23	156	2	2	4
			^<V24		296	3	4	7
				+V25	87	1	1	2
				+V26	87	1	1	2
			+V27		81	1	1	2
			^<V28		126	2	3	5
			^<V29		206	3	3	5
				+V30	83	1	1	2
				+V31	8	1	0	1
			^<V32		117	3	2	5
		^<V33			165	3	4	7
		^<V34			417	3	5	8
			+V35		174	1	2	3
			^<V36		198	3	3	6
				+V37	16	1	0	1
				^<V38	88	2	1	3
				+V39	18	1	0	1
				^<V40	99	3	1	4
			^<V41		123	4	2	5
			^<V42		11	4	0	4
			+V43		203	1	2	3
			^<V44		201	3	3	6
				+V45	17	1	0	1
				^<V46	111	3	1	4
				+V47	16	1	0	1
				^<V48	121	3	1	4
			^<V49		153	3	2	5
			^<V50		10	4	0	4
			+V51		103	1	1	2
			^<V52		132	4	2	6
			^<V53		238	3	3	6
				+V54	25	1	0	1
				^<V55	66	3	1	4
				+V56	22	1	0	1
				^<V57	63	3	1	4
			^<V58		84	3	2	5
			+V59		115	1	1	2
			^<V60		178	3	3	6
			^<V61		235	3	3	6
				+V62	94	1	1	2
				+V63	94	1	1	2
			^<V64		96	3	2	5
		^<V65			188	3	3	6
			+V66		102	1	1	2
			^<V67		224	3	3	6
			^<V68		128	4	3	7
				+V69	26	1	0	1
				^<V70	101	5	2	7
				+V71	30	1	0	1
				^<V72	67	6	1	7
			^<V73		100	4	2	6
			^<V74		78	3	2	5
				+V75	3	1	0	1
				+V76	3	1	0	1
			+V77		126	2	2	3
			^<V78		221	4	3	7
				+V79	20	1	0	1
				^<V80	92	5	2	7
				+V81	19	1	0	1
				^<V82	84	5	1	6
			^<V83		120	4	2	6
		^<V84			256	4	3	7
		^<V85			300	6	4	9
			+V86		57	1	0	1
			^<V87		87	3	2	5
			+V88		44	1	0	1
			^<V89		103	3	2	5
			^<V90		192	3	3	6
				+V91	20	1	0	1
				+V92	20	1	0	1
			+V93		73	1	0	1
			^<V94		107	1	3	4
			^<V95		218	3	3	6
				+V96	74	1	1	2
				+V97	63	2	1	2
			+V98		65	1	0	1
			^<V99		87	1	3	4
			^<V100		206	3	3	6
				+V101	28	1	0	1
				+V102	32	1	0	1
		^<V103			52	7	0	7
		^<V104			106	3	2	5
/N21								
	/V0				262	7	3	10
	^<V1				17	2	1	3
	^<V2				17	2	2	4
	^<V3				23	2	1	3
	^<V4				79	3	3	6
		+V5			48	1	1	2
		^<V6			81	2	2	4
		^<V7			101	2	2	4
		^<V8			95	4	2	6
		^<V9			140	4	3	7
			+V10		8	1	0	1
		+V11			46	1	1	2
		^<V12			92	2	2	4
		^<V13			111	2	2	4
		^<V14			76	2	2	4
		^<V15			40	2	1	3
		^<V16			114	2	3	5
		^<V17			161	2	3	5
			+V18		10	1	0	1
			+V19		10	1	0	1
	^<V20				79	2	2	4
	^<V21				224	3	4	7
		+V22			115	1	1	2
		^<V23			40	3	1	4
		^<V24			81	3	2	5
		^<V25			185	2	4	6
			+V26		11	1	0	1
			+V27		14	1	0	1
		+V28			116	1	1	2
		^<V29			56	1	2	3
		^<V30			45	2	1	3
		^<V31			97	3	2	5
		^<V32			145	2	3	5
		^<V33			5	2	0	2
			+V34		86	3	2	5
	^<V35				114	5	2	6
	^<V36				172	3	3	6
		+V37			128	1	1	2
		^<V38			220	1	5	6
			+V39		40	1	1	2
			^<V40		114	2	2	4
			+V41		40	1	1	2
			^<V42		60	2	1	3
		^<V43			282	2	5	7
			+V44		118	2	2	3
			+V45		93	1	1	2
			+V46		79	1	1	2
			+V47		79	1	1	2
	^<V48				232	3	4	7
		+V49			121	2	2	3
		^<V50			394	2	6	8
			+V51		105	1	1	2
			+V52		105	1	1	2
		^<V53			256	3	5	8
			+V54		44	1	0	1
			^<V55		8	2	0	2
			+V56		101	1	2	3
			+V57		56	1	1	2
			+V58		77	1	1	2
	^<V59				416	4	6	9
		+V60			211	1	3	4
		^<V61			198	3	3	6
			+V62		20	1	0	1
			+V63		18	1	0	1
		+V64			291	1	4	5
		^<V65			197	3	4	7
			+V66		79	1	1	2
			^<V67		80	2	1	3
			+V68		79	1	1	2
			^<V69		50	2	1	3
		^<V70			168	4	2	6
			+V71		23	1	0	1
			^<V72		51	3	1	4
			+V73		24	1	0	1
			^<V74		61	4	1	5
		^<V75			54	4	1	5
		+V76			188	1	3	4
		^<V77			248	4	4	8
			+V78		95	1	1	2
			+V79		31	1	0	1
	^<V80				279	3	4	7
		+V81			257	1	3	4
		^<V82			269	3	4	7
			+V83		88	1	1	2
			^<V84		60	3	2	5
			+V85		73	1	1	2
			^<V86		113	3	2	5
			^<V87		33	4	1	4
			+V88		20	1	0	1
			^<V89		79	3	1	4
		^<V90			165	3	3	6
			+V91		12	1	0	1
			^<V92		92	3	1	4
			+V93		30	1	0	1
			^<V94		94	3	2	5
		^<V95			77	3	2	5
		+V96			193	1	2	3
		^<V97			230	3	3	6
			+V98		25	1	0	1
			+V99		25	1	0	1
		^<V100			14	4	0	4
		+V101			157	2	2	3
		^<V102			172	3	2	5
			+V103		27	1	0	1
			^<V104		73	3	2	4
			+V105		21	1	0	1
			^<V106		61	2	2	4
			^<V107		83	2	2	4
		^<V108			141	3	3	6
		^<V109			159	3	4	7
			+V110		64	1	1	2
			+V111		52	1	1	2
		+V112			170	1	2	3
		^<V113			182	3	4	7
			+V114		92	1	1	2
			+V115		96	1	1	2
			^<V116		99	2	2	4
			^<V117		87	3	2	5
		^<V118			228	2	4	6
			+V119		75	1	1	2
			^<V120		92	3	2	5
			+V121		80	1	1	2
			^<V122		96	3	2	5
		^<V123			279	3	4	7
			+V124		56	1	1	2
			+V125		58	1	1	2
	^<V126				195	5	2	7
	^<V127				217	3	4	7
	^<V128				35	4	1	5
		+V129			66	1	0	1
		^<V130			135	2	5	6
			+V131		23	1	0	1
			+V132		23	1	0	1
	^<V133				102	4	4	7
		+V134			99	1	1	2
		+V135			95	1	1	2
		^<V136			15	3	1	4
/N22								
	/V0				338	13	2	14
	^<V1				4	3	2	4
	^<V2				6	3	1	4
	^<V3				9	2	1	3
	^<V4				40	3	2	5
	^<V5				101	2	3	5
		+V6			51	1	1	2
		^<V7			60	2	2	4
		^<V8			72	2	2	4
		^<V9			86	4	2	6
		^<V10			33	6	1	7
		^<V11			95	3	2	5
		^<V12			89	3	2	5
			+V13		15	1	0	1
			^<V14		49	4	1	4
			+V15		12	1	0	1
			^<V16		77	4	1	5
		^<V17			72	3	1	4
		+V18			51	1	1	2
		^<V19			75	2	2	4
		^<V20			72	2	2	4
		^<V21			35	4	1	4
		^<V22			34	4	1	4
	^<V23				60	2	2	4
	^<V24				100	3	3	6
		+V25			50	1	1	2
		^<V26			69	3	1	4
		^<V27			72	3	1	4
		^<V28			112	3	2	5
			+V29		12	1	0	1
			^<V30		92	4	1	5
			^<V31		37	5	1	5
		^<V32			123	3	2	5
		^<V33			122	3	2	5
			+V34		21	1	0	1
			^<V35		69	2	1	3
			+V36		20	1	0	1
			^<V37		52	3	1	3
		^<V38			115	3	2	5
		+V39			48	1	1	2
		^<V40			52	4	1	4
		^<V41			79	3	1	4
		^<V42			114	3	2	5
		^<V43			82	3	1	4
		^<V44			67	4	1	5
		^<V45			8	3	0	3
	^<V46				210	6	2	8
	^<V47				136	5	2	7
		+V48			25	1	0	1
		^<V49			54	4	1	5
		^<V50			129	3	2	5
		^<V51			142	3	2	5
			+V52		44	1	1	2
			+V53		44	1	1	2
		+V54			56	1	0	1
		^<V55			74	3	1	4
		^<V56			111	3	2	5
		^<V57			174	4	2	6
			+V58		18	1	0	1
			+V59		18	1	0	1
		+V60			57	1	0	1
		^<V61			31	3	1	3
		^<V62			32	3	2	4
		^<V63			94	3	1	4
	^<V64				99	14	0	14
/N23								
	/V0				247	9	3	11
	^<V1				10	2	1	3
	^<V2				25	2	1	3
	^<V3				30	2	1	3
	^<V4				80	2	2	4
		+V5			65	1	1	2
		^<V6			33	1	1	2
		^<V7			75	3	2	4
		^<V8			99	3	2	4
		^<V9			49	2	1	3
		^<V10			66	2	2	4
		^<V11			118	3	2	5
			+V12		110	1	2	3
			^<V13		47	2	1	3
			^<V14		134	2	2	4
			+V15		144	1	3	4
			^<V16		133	2	2	4
		^<V17			125	3	2	5
		^<V18			270	2	4	6
			+V19		101	1	1	2
			+V20		118	1	1	2
		+V21			81	1	1	2
		^<V22			52	2	1	3
		^<V23			90	3	2	4
		^<V24			99	2	2	4
		^<V25			165	5	3	8
			+V26		35	1	0	1
			^<V27		105	2	2	4
			^<V28		133	2	2	4
			+V29		33	1	0	1
			^<V30		98	2	2	4
			^<V31		60	2	1	3
		^<V32			195	2	5	7
		^<V33			282	2	4	6
			+V34		94	1	1	2
			+V35		106	1	1	2
	^<V36				123	3	2	4
	^<V37				151	3	2	5
	^<V38				135	5	2	7
		+V39			63	1	0	1
		^<V40			63	2	1	3
		^<V41			35	3	1	4
		^<V42			170	2	3	5
		^<V43			428	3	5	8
			+V44		210	1	2	3
			^<V45		90	5	1	6
			+V46		207	1	2	3
			^<V47		78	3	1	4
		^<V48			230	3	3	6
			+V49		121	1	1	2
			^<V50		6	2	0	2
			+V51		58	1	0	1
			^<V52		81	3	1	4
		^<V53			13	4	0	4
		^<V54			44	3	1	4
		+V55			63	1	0	1
		^<V56			45	3	1	3
		^<V57			50	2	1	3
		^<V58			215	3	4	7
			+V59		96	1	1	2
			^<V60		225	2	3	5
				+V61	33	1	0	1
				+V62	15	1	0	1
				^<V63	41	3	1	3
			^<V64		181	3	2	5
				+V65	9	1	0	1
				+V66	15	1	0	1
				^<V67	58	4	1	4
			^<V68		102	3	1	4
			+V69		89	1	1	2
			^<V70		79	2	1	3
		^<V71			336	3	4	7
			+V72		120	1	1	2
			^<V73		38	4	1	4
			+V74		128	1	1	2
			^<V75		73	2	1	3
		^<V76			247	3	2	5
			+V77		74	1	0	1
			^<V78		38	5	1	5
			+V79		97	1	1	2
			^<V80		51	5	1	5
			^<V81		11	3	0	3
			+V82		42	1	0	1
			^<V83		139	6	1	7
			+V84		43	1	0	1
			^<V85		146	7	1	8
		^<V86			160	9	2	10
	^<V87				119	4	2	6
	^<V88				485	3	5	8
		+V89			307	1	3	4
		^<V90			288	3	4	6
			+V91		65	1	0	1
			^<V92		87	4	1	5
			^<V93		112	4	2	6
			+V94		47	1	0	1
			^<V95		84	4	1	5
		^<V96			142	4	2	5
			+V97		130	1	1	2
			^<V98		62	2	1	3
			^<V99		188	6	3	8
				+V100	22	1	0	1
			+V101		114	1	1	2
			^<V102		42	3	1	3
			^<V103		101	6	2	8
		^<V104			63	8	0	8
		^<V105			198	4	4	7
			+V106		70	1	1	2
			+V107		66	1	1	2
		+V108			290	1	3	4
		^<V109			269	3	3	6
			+V110		70	1	1	2
			+V111		112	1	1	2
			^<V112		67	3	1	4
			+V113		63	1	0	1
			^<V114		11	4	0	4
			^<V115		15	3	1	4
			+V116		70	1	0	1
			^<V117		78	3	1	4
		^<V118			66	5	0	5
			+V119		61	1	0	1
			^<V120		96	3	2	5
			+V121		34	1	0	1
			^<V122		113	3	2	5
		^<V123			34	5	0	5
		^<V124			22	3	1	4
	^<V125				424	4	3	7
	^<V126				380	4	3	7
		+V127			267	1	3	4
			+V128		35	1	0	1
			^<V129		126	5	2	7
		^<V130			252	7	4	11
		^<V131			114	6	2	8
			+V132		26	1	0	1
			+V133		23	1	0	1
			+V134		26	1	0	1
		+V135			267	1	3	4
			+V136		36	1	0	1
			^<V137		99	5	2	7
		^<V138			258	7	4	11
			+V139		95	1	1	2
			^<V140		6	6	0	6
			+V141		77	1	1	2
			^<V142		33	5	1	6
			+V143		73	1	1	2
			^<V144		34	3	1	4
		+V145			262	1	3	4
			+V146		36	1	0	1
			^<V147		128	5	2	7
		^<V148			253	6	5	11
			+V149		91	1	1	2
			+V150		65	1	1	2
			^<V151		45	5	1	6
			+V152		58	1	1	2
			^<V153		49	4	1	5
		^<V154			10	5	0	5
		+V155			252	1	3	4
			+V156		35	1	0	1
			^<V157		121	5	2	7
		^<V158			222	7	4	11
			+V159		106	1	2	3
			+V160		74	1	1	2
			+V161		48	1	1	2
			^<V162		45	5	1	6
		^<V163			30	4	1	5
	^<V164				269	9	2	11
	^<V165				22	6	1	7
	^<V166				42	5	2	6
		+V167			41	1	0	1
		+V168			45	1	0	1
		+V169			50	1	0	1
		+V170			50	1	0	1
/N24								
	/V0				58	3	0	3
		+V1			203	7	3	10
		^<V2			22	2	2	4
		^<V3			32	2	1	3
		^<V4			33	2	2	4
		^<V5			146	2	4	6
		^<V6			190	3	4	7
			+V7		90	1	1	2
			^<V8		81	2	2	4
			^<V9		160	3	5	7
			^<V10		203	4	4	8
				+V11	63	1	1	2
				^<V12	81	3	2	5
				^<V13	77	3	2	4
				^<V14	20	3	1	4
				+V15	55	2	1	2
				^<V16	34	2	1	3
				^<V17	67	2	1	3
				^<V18	2	0	0	0
			^<V19		94	3	3	5
				+V20	70	1	1	2
				^<V21	53	2	2	4
				^<V22	32	3	2	5
				+V23	32	6	1	7
			+V24		84	1	1	2
			^<V25		94	2	2	4
			^<V26		171	4	4	7
				+V27	51	1	1	2
			^<V28		152	3	3	6
				+V29	25	1	0	1
				+V30	56	1	1	2
		^<V31			111	4	2	6
			+V32		69	1	1	2
			^<V33		174	2	4	6
			^<V34		114	3	2	5
				+V35	20	1	0	1
		^<V36			90	5	3	7
		^<V37			343	3	5	8
			+V38		222	1	3	4
			^<V39		152	3	4	7
				+V40	26	1	0	1
				^<V41	71	3	1	4
				^<V42	35	3	2	4
				+V43	56	1	1	2
				^<V44	71	2	2	4
			^<V45		142	2	3	5
			^<V46		115	3	3	6
				+V47	23	1	0	1
				+V48	53	1	1	2
				^<V49	52	2	1	3
			^<V50		106	3	3	5
			+V51		159	1	2	3
			^<V52		207	3	4	7
				+V53	50	2	1	2
				+V54	59	2	1	2
			^<V55		116	2	3	5
			+V56		212	1	3	4
			^<V57		187	3	4	7
				+V58	67	1	1	2
				^<V59	52	2	1	3
				^<V60	72	3	2	5
				+V61	62	1	1	2
				^<V62	126	4	2	6
				^<V63	20	4	1	5
			^<V64		162	3	4	7
			^<V65		76	2	3	5
		^<V66			217	4	4	8
			+V67		100	1	1	2
			^<V68		178	2	3	5
			^<V69		76	2	3	5
		^<V70			242	3	4	7
			+V71		177	1	2	3
			^<V72		204	5	5	10
				+V73	87	1	1	2
				^<V74	11	4	1	5
				+V75	67	1	1	2
			^<V76		67	4	3	7
				+V77	23	1	0	1
				+V78	42	1	1	2
		^<V79			114	3	5	8
		^<V80			74	3	4	7
			+V81		85	1	1	2
			+V82		97	1	1	2
			+V83		81	1	1	2
/N25								
	/V0				224	10	3	13
	^<V1				21	2	1	3
	^<V2				13	2	2	3
	^<V3				9	3	2	4
	^<V4				6	2	1	3
	^<V5				18	3	2	5
	^<V6				39	2	2	4
	^<V7				105	3	3	6
		+V8			38	1	0	1
		^<V9			39	2	1	3
		^<V10			40	3	2	4
		^<V11			72	2	2	4
		^<V12			128	3	3	6
			+V13		7	1	0	1
			^<V14		3	3	0	3
			^<V15		58	2	1	3
		^<V16			27	3	1	4
		^<V17			54	3	1	4
		^<V18			71	4	2	5
		^<V19			6	3	1	3
		+V20			63	1	1	2
		^<V21			78	2	2	4
		^<V22			81	2	2	4
		^<V23			25	2	1	3
	^<V24				85	3	2	5
	^<V25				158	3	3	6
		+V26			50	1	1	2
		^<V27			98	2	2	4
		^<V28			45	3	1	4
		^<V29			157	3	4	7
			+V30		54	1	1	2
			+V31		64	1	1	2
			^<V32		57	2	1	3
		^<V33			82	2	2	4
		^<V34			46	3	1	4
		+V35			40	2	1	2
		^<V36			109	2	2	4
	^<V37				80	3	3	6
	^<V38				135	3	2	5
		+V39			96	1	1	2
		^<V40			104	3	2	5
		^<V41			87	3	2	5
		^<V42			105	3	2	5
	^<V43				111	3	3	6
		+V44			35	1	0	1
		^<V45			184	3	2	5
		^<V46			65	3	1	4
		^<V47			29	4	1	4
		+V48			31	1	0	1
		^<V49			125	3	1	4
		^<V50			103	3	2	5
		^<V51			133	3	2	5
			+V52		22	1	0	1
			^<V53		96	3	1	4
			+V54		17	1	0	1
			^<V55		73	2	1	3
		^<V56			135	4	3	6
		+V57			30	1	0	1
		^<V58			180	3	2	5
		^<V59			174	3	3	6
		^<V60			183	3	3	6
			+V61		26	1	0	1
			+V62		26	1	0	1
	^<V63				89	3	1	4
	^<V64				128	3	2	5
	^<V65				171	3	3	6
		+V66			92	1	1	2
		^<V67			142	3	2	5
		+V68			89	1	1	2
		^<V69			137	3	2	5
		+V70			42	1	0	1
		^<V71			166	3	2	5
		+V72			80	1	1	2
		^<V73			147	4	2	6
	^<V74				15	5	0	5
/N26								
	/V0				326	14	4	17
	^<V1				3	4	1	5
	^<V2				9	2	2	4
	^<V3				16	2	2	4
	^<V4				91	3	3	6
		+V5			71	2	2	3
		^<V6			120	3	3	6
		^<V7			161	3	5	7
		^<V8			79	3	3	6
			+V9		14	1	0	1
			^<V10		82	3	1	4
		^<V11			140	2	3	5
		+V12			56	1	1	2
		^<V13			134	4	3	7
		^<V14			125	3	3	6
			+V15		53	1	1	2
			^<V16		64	4	2	6
			^<V17		114	2	3	5
			+V18		31	1	0	1
			^<V19		54	3	1	4
			^<V20		28	3	1	4
			^<V21		75	2	2	4
			^<V22		92	3	2	5
			^<V23		88	5	2	7
		^<V24			121	4	4	8
		^<V25			214	3	4	7
			+V26		76	1	1	2
			+V27		74	1	1	2
			^<V28		43	4	1	5
		^<V29			31	3	1	4
	^<V30				121	3	3	6
	^<V31				190	3	5	8
		+V32			151	1	3	4
		^<V33			37	4	2	6
			+V34		13	1	0	1
			^<V35		173	3	3	6
			^<V36		104	3	2	5
			^<V37		72	4	2	6
		^<V38			215	3	4	7
		^<V39			46	4	1	5
		^<V40			95	5	3	8
			+V41		27	1	0	1
			^<V42		79	3	2	5
			+V43		34	1	0	1
			^<V44		77	3	2	5
			^<V45		37	3	1	4
		^<V46			77	3	2	5
		^<V47			75	3	2	5
	^<V48				85	4	3	7
		+V49			48	1	1	2
		^<V50			403	3	7	10
		^<V51			293	4	5	9
			+V52		83	1	1	2
			+V53		82	1	1	2
			^<V54		76	3	2	5
		^<V55			65	3	1	4
	^<V56				377	4	6	9
	^<V57				455	8	6	14
		+V58			214	1	4	5
		^<V59			268	3	5	8
			+V60		76	1	1	2
			^<V61		34	4	1	5
			+V62		78	1	1	2
			^<V63		36	4	1	5
		^<V64			91	5	3	8
		^<V65			149	7	3	10
		+V66			211	1	4	5
		^<V67			293	4	5	9
			+V68		115	1	2	3
			^<V69		66	4	2	6
			+V70		113	1	2	3
			^<V71		62	5	2	7
		^<V72			132	6	4	10
			+V73		51	1	1	2
			^<V74		75	7	2	9
			+V75		53	1	1	2
			^<V76		75	6	2	8
		^<V77			72	3	2	5
		+V78			100	1	4	5
		^<V79			291	4	5	8
			+V80		105	1	2	3
			+V81		83	1	1	2
			^<V82		57	5	2	7
		^<V83			115	8	4	11
			+V84		44	1	1	2
			^<V85		21	3	1	4
		+V86			183	1	4	5
		^<V87			310	3	5	8
			+V88		80	1	1	2
			^<V89		34	5	1	6
			+V90		86	1	1	2
		^<V91			115	6	3	9
			+V92		48	1	1	2
			^<V93		35	3	1	4
